-66, 58
22, -13
-60, -45
18, -63
-2, -65
8, -70
-27, -78
-64, -90
-82, -87
-86, -99
-92, -97
-99, -99
-88, -100
-89, -94
-97, -94
-95, -96
-98, -97
-94, -95
-97, -89
-90, -90
-87, -90
-82, -99
-70, -100
-81, -100
-77, -100
-71, -100
-65, -93
-67, -94
-72, -99
-74, -95
-84, -97
-86, -96
-74, -99
-76, -98
-78, -95
-68, -95
-68, -96
-67, -96
-71, -95
-84, -94
-80, -89
-72, -91
-83, -90
-78, -93
-74, -92
-78, -91
-73, -92
-76, -90
-67, -90
-68, -91
-69, -93
-69, -94
-69, -91
-66, -93
-70, -90
-76, -88
-82, -89
-77, -88
-72, -88
-79, -84
-100, -81
-93, -82
-99, -85
-97, -86
-99, -86
-100, -86
-94, -85
-99, -82
-100, -84
-97, -84
-97, -82
-89, -82
-82, -85
-89, -84
-87, -85
-93, -85
-88, -85
-90, -84
-82, -83
-81, -84
-92, -82
-82, -81
-97, -79
-90, -80
-98, -80
-90, -81
-89, -80
-92, -79
-96, -79
-90, -79
-88, -79
-75, -85
-68, -87
-68, -85
-70, -80
-73, -85
-75, -82
-78, -83
-73, -82
-70, -81
-74, -80
-72, -79
-71, -80
-74, -79
-66, -84
-51, -91
-19, -100
-33, -98
-42, -100
-62, -99
-45, -100
-60, -100
-47, -100
-54, -99
-50, -99
-43, -99
-40, -99
-34, -100
-29, -99
-34, -99
-38, -99
-57, -93
-62, -96
-64, -98
-62, -97
-59, -98
-58, -92
-63, -95
-58, -96
-26, -98
-50, -97
-56, -92
-56, -96
-57, -98
-55, -94
-54, -97
-30, -97
-29, -98
-24, -98
-38, -93
-41, -95
-45, -97
-49, -97
-49, -96
-50, -96
-40, -97
-44, -97
-39, -96
-48, -95
-42, -94
-44, -93
-39, -94
-28, -92
-37, -93
-32, -93
-31, -94
-25, -97
-29, -95
-38, -92
-14, -96
-18, -99
-2, -99
-8, -100
-3, -100
-6, -100
-7, -97
-10, -98
-16, -98
-4, -99
5, -99
-1, -98
-1, -94
-14, -93
-11, -94
-13, -95
-2, -95
-6, -96
-2, -96
-7, -95
-11, -95
-5, -94
-19, -93
-13, -92
6, -94
6, -96
4, -93
-1, -92
0, -94
4, -92
-56, -80
-62, -81
-59, -85
-64, -85
-63, -84
-58, -86
-57, -91
-58, -89
-57, -81
-19, -87
0, -88
-48, -88
-20, -91
-36, -91
-29, -90
-46, -89
-49, -91
-52, -90
-42, -91
-32, -90
-48, -90
-48, -89
-29, -89
-27, -90
-22, -89
-7, -89
-13, -90
-7, -91
-11, -91
-46, -88
-55, -88
-50, -88
-51, -88
-10, -88
-45, -88
-17, -88
-27, -88
2, -90
5, -88
1, -90
3, -90
-10, -81
-18, -79
-39, -85
-49, -84
-51, -87
-53, -86
-56, -86
-45, -87
-49, -82
-52, -84
-48, -80
-43, -81
-40, -83
-43, -83
-35, -81
-35, -87
-22, -83
-22, -87
-35, -84
-32, -86
-23, -84
-15, -84
-13, -87
-20, -86
-22, -84
-32, -82
-21, -83
-23, -81
-39, -80
-34, -81
-30, -80
-12, -80
-11, -79
-24, -79
-44, -79
-15, -79
2, -81
4, -87
-9, -82
-2, -87
-9, -87
-10, -85
-8, -85
-7, -83
3, -84
0, -83
-1, -84
7, -87
5, -82
4, -86
5, -86
6, -80
-2, -79
-5, -81
5, -81
-5, -79
7, -79
6, -81
-82, -70
-99, -73
-92, -76
-100, -77
-96, -78
-96, -75
-97, -75
-95, -77
-83, -74
-85, -75
-89, -76
-86, -78
-85, -77
-92, -74
-97, -66
-98, -68
-100, -68
-89, -70
-95, -72
-97, -72
-84, -71
-83, -73
-88, -73
-85, -72
-89, -71
-97, -67
-88, -68
-86, -70
-91, -70
-97, -69
-87, -68
-91, -68
-15, -71
-36, -75
-66, -74
-52, -77
-58, -78
-67, -75
-70, -77
-73, -78
-74, -78
-72, -75
-79, -75
-68, -76
-71, -77
-71, -75
-64, -78
-63, -77
-64, -76
-57, -75
-46, -75
-46, -77
-48, -77
-49, -78
-39, -77
-37, -78
-44, -76
-44, -77
-47, -75
-43, -73
-52, -74
-44, -72
-49, -74
-67, -74
-69, -73
-71, -74
-74, -73
-80, -73
-73, -73
-50, -73
-64, -74
-53, -73
-44, -73
-39, -73
-7, -73
-5, -75
-11, -78
-26, -78
-30, -74
-32, -78
-33, -74
-16, -75
-10, -77
-24, -77
-26, -74
-25, -74
-20, -75
-11, -75
-13, -74
2, -76
-4, -78
-5, -78
1, -77
-2, -77
-4, -77
3, -77
6, -75
1, -76
-1, -76
-3, -76
-4, -74
0, -74
-11, -72
-33, -72
-23, -73
-13, -73
-21, -72
-25, -72
-22, -72
-12, -72
-5, -73
6, -72
-10, -73
-7, -72
-8, -67
-68, -70
-76, -71
-48, -71
-47, -71
-37, -71
-10, -71
-33, -71
-29, -71
-19, -68
-22, -70
-23, -66
-53, -68
-41, -69
-63, -70
-66, -70
-82, -69
-80, -69
-53, -69
-59, -70
-61, -70
-66, -69
-43, -69
-33, -69
-39, -70
-29, -70
-35, -69
-66, -66
-80, -66
-59, -67
-34, -68
-40, -68
-43, -68
-61, -68
-30, -68
-41, -67
-50, -67
-45, -67
-49, -67
-60, -67
-26, -67
-22, -69
-20, -66
-14, -70
-11, -69
-15, -67
-17, -69
-12, -69
-12, -66
-2, -68
0, -71
-7, -69
-6, -70
7, -69
6, -68
-3, -68
-4, -68
4, -67
1, -67
-3, -67
16, -90
16, -100
10, -91
8, -95
14, -99
11, -99
11, -97
12, -99
14, -96
11, -95
14, -95
13, -91
17, -100
16, -69
15, -81
15, -87
12, -88
9, -89
11, -87
10, -88
15, -86
13, -70
9, -79
11, -71
8, -79
10, -72
9, -74
8, -76
15, -71
14, -78
13, -77
14, -74
16, -82
17, -72
16, -76
16, -79
16, -71
-65, -48
-70, -65
-71, -64
-93, -47
-92, -55
-99, -50
-95, -55
-100, -56
-96, -58
-99, -56
-93, -64
-95, -53
-93, -60
-93, -61
-95, -48
-95, -49
-89, -54
-72, -60
-74, -65
-76, -58
-77, -57
-84, -60
-90, -61
-89, -63
-89, -64
-87, -65
-87, -62
-90, -60
-87, -59
-78, -58
-79, -61
-83, -62
-89, -56
-92, -56
-73, -63
-72, -59
-89, -48
-92, -49
-90, -49
-92, -48
-88, -50
-75, -53
-85, -52
-84, -51
-82, -52
-75, -51
-74, -51
-75, -50
-77, -49
-89, -49
-77, -48
-72, -49
-78, -47
-84, -47
-92, -46
-95, -46
-94, -46
-66, -50
-70, -53
-71, -53
-68, -62
-69, -63
-69, -53
-70, -58
-69, -52
-68, -46
-69, -46
10, -53
-15, -56
-56, -55
-27, -58
-43, -58
-62, -62
-63, -64
-64, -61
-47, -62
-36, -64
-49, -64
-40, -65
-51, -63
-60, -63
-57, -64
-50, -63
-33, -64
-33, -65
-34, -63
-31, -64
-33, -63
-60, -61
-62, -61
-30, -61
-56, -62
-46, -59
-60, -60
-54, -61
-58, -61
-52, -61
-47, -59
-49, -59
-34, -61
-42, -59
-46, -60
-41, -61
-35, -61
-33, -59
-52, -57
-61, -57
-63, -57
-55, -56
-60, -56
-42, -56
-34, -58
-40, -57
-47, -58
-48, -58
-38, -58
-51, -56
-50, -56
-29, -56
-26, -56
-24, -59
-26, -63
-20, -62
-17, -63
-20, -63
-16, -63
-21, -57
-22, -58
-22, -59
-23, -58
-16, -59
-54, -55
-62, -54
-30, -54
-31, -55
-48, -55
-29, -55
-28, -55
-49, -54
-38, -54
-40, -54
-22, -54
-5, -64
15, -65
5, -65
-9, -65
3, -56
-8, -54
-15, -62
-8, -55
-6, -56
-9, -59
-8, -64
-8, -56
-2, -62
-3, -59
-4, -58
2, -57
1, -55
-4, -55
-3, -54
14, -61
10, -62
9, -61
6, -59
8, -60
4, -54
6, -55
8, -56
8, -55
17, -56
12, -59
17, -58
11, -55
-23, -52
-56, -53
-61, -49
-65, -47
-62, -53
-64, -50
-62, -48
-63, -47
-41, -49
-26, -53
-49, -51
-50, -53
-38, -52
-45, -53
-48, -53
-37, -53
-40, -50
-52, -51
-54, -51
-28, -50
-25, -53
-59, -47
-42, -48
-25, -49
-44, -49
-52, -49
-58, -48
-35, -48
-37, -48
-43, -48
16, -53
1, -51
-9, -49
-20, -52
0, -51
-10, -51
0, -50
-12, -47
-19, -47
-21, -49
-13, -49
-6, -48
-11, -49
-8, -47
-12, -48
-11, -47
-9, -47
13, -46
9, -49
6, -53
8, -51
6, -47
14, -51
10, -52
14, -52
15, -50
10, -50
14, -46
21, -99
18, -79
21, -60
19, -90
18, -67
18, -98
20, -87
20, -96
21, -77
20, -85
20, -86
19, -72
21, -76
21, -57
19, -58
20, -49
19, -50
19, -57
18, -49
21, -56
21, -51
-42, 13
-89, -6
-71, -23
-77, -17
-76, -44
-93, -33
-93, -42
-100, -40
-94, -44
-100, -43
-98, -43
-97, -41
-99, -36
-96, -38
-96, -39
-95, -34
-83, -41
-82, -43
-84, -43
-87, -45
-90, -45
-85, -43
-89, -43
-79, -45
-80, -43
-86, -40
-87, -36
-92, -41
-89, -41
-88, -35
-85, -40
-81, -41
-79, -38
-84, -40
-83, -34
-80, -38
-81, -40
-82, -40
-77, -39
-87, -26
-96, -32
-95, -33
-97, -23
-98, -32
-98, -21
-100, -32
-98, -24
-98, -28
-97, -32
-97, -21
-95, -27
-93, -31
-92, -29
-93, -29
-94, -18
-91, -18
-94, -24
-90, -25
-89, -26
-90, -24
-94, -23
-93, -18
-92, -18
-90, -18
-84, -20
-83, -29
-85, -33
-86, -24
-84, -30
-86, -31
-84, -29
-79, -25
-79, -30
-83, -30
-83, -31
-77, -28
-83, -25
-83, -22
-81, -23
-77, -22
-81, -20
-85, -19
-85, -20
-82, -19
-78, -18
-77, -19
-74, -30
-75, -34
-72, -45
-73, -42
-75, -24
-72, -30
-72, -26
-74, -22
-75, -30
-75, -19
-77, -13
-94, -16
-96, -17
-78, -11
-86, -10
-100, -16
-95, -14
-88, -15
-79, -15
-85, -15
-93, -12
-98, -12
-98, -13
-82, -13
-81, -14
-93, -14
-83, -14
-90, -12
-86, -13
-81, -12
-83, -11
-90, -9
-91, -9
-99, -7
-100, -8
-95, -9
-87, -7
-82, -8
-86, -9
-89, -10
-88, -9
-85, -8
-79, -9
-79, -8
-73, -9
-75, -15
-73, -13
-73, -16
-74, -11
-74, -12
-54, -10
-65, -21
-67, -26
-66, -34
-68, -35
-68, -39
-71, -45
-70, -37
-68, -42
-67, -44
-69, -31
-71, -34
-67, -28
-69, -33
-66, -40
-66, -41
-66, -33
-66, -39
-66, -38
-69, -17
